6881,梁,11
6885,梅,10
6893,梓,11
6897,梗,11
689B,梛,11
689D,條,10
68A2,梢,11
68A7,梧,11
68A8,梨,11
68AF,梯,11
68B0,械,11
68B6,梶,11
68C4,棄,10
68CB,棋,12
68D2,棒,12
68DA,棚,12
68DF,棟,12
68EE,森,12
68F2,棲,12
68FA,棺,12
6900,椀,12
6905,椅,12
690B,椋,12
690D,植,12
690E,椎,12
691B,椛,11
691C,検,12
6930,椰,13
693F,椿,13
694A,楊,13
6953,楓,13
6955,楕,13
695A,楚,13
6960,楠,13
6962,楢,13
696D,業,13
696F,楯,13
6975,極,12
6977,楷,13
697C,楼,13
697D,楽,13
6982,概,13
698A,榊,13
698E,榎,14
699B,榛,14
69AE,榮,14
69C7,槇,14
69CB,構,14
69CC,槌,13
69CD,槍,14
69D8,様,13
69D9,槙,14
69FB,槻,15
69FD,槽,15
6A02,樂,15
6A0B,樋,14
6A19,標,15
6A1F,樟,15
6A21,模,14
6A23,樣,15
6A29,権,15
6A2A,横,15
6A2B,樫,15
6A39,樹,16
6A3A,樺,14
6A3D,樽,16
6A4B,橋,16
6A58,橘,16
6A59,橙,16
6A5F,機,16
6A6B,橫,15
6A80,檀,17
6A8E,檎,16
6A9C,檜,17
6AA2,檢,17
6AC2,櫂,18
6AD3,櫓,19
6ADB,櫛,17
6AFB,櫻,21
6B04,欄,20
6B20,欠,4
6B21,次,6
6B23,欣,8
6B27,欧,8
6B32,欲,11
6B3A,欺,12
6B3D,欽,12
6B3E,款,12
6B4C,歌,14
6B4E,歎,14
6B53,歓,15
6B62,止,4
6B63,正,5
6B64,此,5
6B65,步,7
6B66,武,8
6B69,歩,8
6B6F,歯,12
6B73,歳,13
6B74,歴,14
6B77,歷,16
6B7B,死,6
6B86,殆,9
6B89,殉,10
6B8A,殊,10
6B8B,残,9
6B96,殖,12
6BB4,殴,8
6BB5,段,9
6BBA,殺,10
6BBB,殻,11
6BBF,殿,13
6BC0,毀,13
6BC5,毅,15
6BCD,母,5
6BCE,毎,6
6BCF,每,7
6BD2,毒,8
6BD4,比,4
6BD8,毘,9
6BDB,毛,4
6BEC,毬,11
6C0F,氏,4
6C11,民,5
6C17,気,6
6C23,氣,10
6C34,水,3
6C37,氷,4
6C38,永,5
6C3E,氾,5
6C40,汀,5
6C41,汁,5
6C42,求,7
6C4E,汎,6
6C50,汐,6
6C57,汗,6
6C5A,汚,6
6C5D,汝,6
6C5F,江,6
6C60,池,6
6C70,汰,7
6C72,汲,6
6C7A,決,7
6C7D,汽,7
6C83,沃,7
6C88,沈,7
6C8C,沌,7
6C93,沓,7
6C96,沖,7
6C99,沙,7
6CA1,没,7
6CA2,沢,7
6CAB,沫,8
6CB3,河,8
6CB8,沸,8
6CB9,油,8
6CBB,治,8
6CBC,沼,8
6CBF,沿,8
